Invoice Date,Quarter,Financial Year,Department,Generic Name,Strength In MG,Final Country,Pharmacopoeia,Total Qty,Wastage,API Requirement in KG,Market
1-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,216,1.41,0.03807,Tender
1-Apr-21,1,2021,Sales Team,MEROPENEM,250,INDIA,IP,72,1.41,0.02538,Tender
1-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
1-Apr-21,1,2021,Sales Team,MEROPENEM,250,INDIA,IP,24,1.41,0.00846,Tender
1-Apr-21,1,2021,Sales Team,MEROPENEM,500,INDIA,IP,24,1.41,0.01692,Tender
2-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,150,1.41,0.02644,Tender
2-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
3-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
3-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,60,1.41,0.01058,Tender
3-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,204,1.41,0.03596,Tender
3-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
3-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
3-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,72,1.41,0.01269,Tender
3-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
3-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
3-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
3-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
3-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
3-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
3-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
5-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
5-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,10,1.41,0.0141,Tender
5-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
5-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
5-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,1120,1.41,1.5792,Tender
6-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
6-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Tender
6-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
7-Apr-21,1,2021,Sales Team,MEROPENEM,250,INDIA,IP,60,1.41,0.02115,Tender
7-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
7-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Tender
8-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,600,1.41,0.10575,Tender
8-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,360,1.41,0.5076,Tender
8-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,408,1.41,0.07191,Tender
8-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Tender
9-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,600,1.41,0.10575,Tender
9-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,722,1.41,1.01802,Tender
9-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,480,1.41,0.6768,Tender
10-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
10-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,600,1.41,0.846,Tender
10-Apr-21,1,2021,GBU,MEROPENEM,500,INDIA,IP,600,1.41,0.423,Tender
12-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
12-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,60,1.41,0.01058,Tender
12-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
13-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
13-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,525,1.41,0.74025,Tender
14-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
14-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
14-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
14-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,1650,1.41,2.3265,Tender
14-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
14-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,385,1.41,0.54285,Tender
14-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,478,1.41,0.67398,Tender
14-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
14-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Tender
14-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
14-Apr-21,1,2021,Sales Team,MEROPENEM,500,INDIA,IP,40,1.41,0.0282,Tender
14-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
14-Apr-21,1,2021,IMD,MEROPENEM,1000,INDIA,IP,6000,1.41,8.46,Tender
14-Apr-21,1,2021,I.B. (VRL-INDIA),MEROPENEM,1000,VIETNAM,EP,3000,1.41,4.23,Tender
14-Apr-21,1,2021,I.B. (VRL-INDIA),MEROPENEM,500,VIETNAM,EP,2000,1.41,1.41,Tender
15-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,110,1.41,0.1551,Tender
15-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
15-Apr-21,1,2021,GBU,MEROPENEM,500,INDIA,IP,3000,1.41,2.115,Tender
15-Apr-21,1,2021,GBU,MEROPENEM,250,INDIA,IP,360,1.41,0.1269,Tender
16-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
16-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,360,1.41,0.06345,Tender
16-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,117,1.41,0.16497,Tender
16-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,30,1.41,0.0423,Tender
16-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,48,1.41,0.00846,Tender
16-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,80,1.41,0.1128,Tender
17-Apr-21,1,2021,GBU,MEROPENEM,250,INDIA,IP,144,1.41,0.05076,Tender
17-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,2000,1.41,2.82,Tender
17-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,250,1.41,0.3525,Tender
17-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
17-Apr-21,1,2021,Sales Team,MEROPENEM,1000,NEPAL,IP,30000,1.41,42.3,Tender
17-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
17-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
17-Apr-21,1,2021,GBU,MEROPENEM,500,INDIA,IP,1000,1.41,0.705,Tender
17-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
17-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
19-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Private
19-Apr-21,1,2021,GBU,MEROPENEM,500,INDIA,IP,4000,1.41,2.82,Private
19-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
19-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Private
20-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,285,1.41,0.40185,Private
20-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,48,1.41,0.00846,Private
20-Apr-21,1,2021,Sales Team,MEROPENEM,250,INDIA,IP,216,1.41,0.07614,Private
20-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Private
21-Apr-21,1,2021,GBU,MEROPENEM,500,INDIA,IP,200,1.41,0.141,Private
21-Apr-21,1,2021,Sales Team,MEROPENEM,250,INDIA,IP,288,1.41,0.10152,Private
21-Apr-21,1,2021,I.B. (VRL-INDIA),MEROPENEM,1000,UGANDA,USP,1200,1.41,1.692,Private
21-Apr-21,1,2021,I.B. (VRL-INDIA),MEROPENEM,500,UGANDA,USP,500,1.41,0.3525,Private
22-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,804,1.41,0.14171,Private
22-Apr-21,1,2021,GBU,MEROPENEM,500,INDIA,IP,112,1.41,0.07896,Tender
22-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,610,1.41,0.8601,Tender
23-Apr-21,1,2021,IMD,MEROPENEM,1000,INDIA,IP,2500,1.41,3.525,Private
24-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,432,1.41,0.07614,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,80,1.41,0.1128,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,120,1.41,0.1692,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,250,INDIA,IP,60,1.41,0.02115,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,3000,1.41,4.23,Private
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,2000,1.41,2.82,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,10,1.41,0.0141,Private
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,80,1.41,0.1128,Private
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Private
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Private
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,2000,1.41,2.82,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,215,1.41,0.30315,Private
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,1400,1.41,1.974,Private
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,600,1.41,0.846,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,680,1.41,0.9588,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,320,1.41,0.4512,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,2000,1.41,2.82,Tender
24-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,7000,1.41,9.87,Private
24-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,80,1.41,0.0141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,130,1.41,0.1833,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
24-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
26-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
26-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
26-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,600,1.41,0.10575,Private
26-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,48,1.41,0.00846,Private
26-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
26-Apr-21,1,2021,I.B. (VRL-INDIA),MEROPENEM,1000,SAUDI ARABIA,EP,40950,1.41,57.7395,Tender
26-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
27-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,60,1.41,0.0846,Private
27-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,60,1.41,0.01058,Private
27-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Private
27-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,408,1.41,0.07191,Private
27-Apr-21,1,2021,Sales Team,MEROPENEM,250,INDIA,IP,144,1.41,0.05076,Private
27-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,48,1.41,0.00846,Private
28-Apr-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,180,1.41,0.03173,Private
28-Apr-21,1,2021,Sales Team,MEROPENEM,250,INDIA,IP,144,1.41,0.05076,Private
28-Apr-21,1,2021,I.B. (VRL-INDIA),MEROPENEM,1000,Ethiopia,USP,12561,1.41,17.71101,Private
29-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Private
29-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
29-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
29-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
29-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Private
29-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Private
29-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Private
29-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,250,1.41,0.3525,Private
29-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,3000,1.41,4.23,Private
29-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,80,1.41,0.1128,Private
29-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
29-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,3000,1.41,4.23,Private
29-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,2500,1.41,3.525,Private
29-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,2380,1.41,3.3558,Private
29-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
29-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Private
29-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
30-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Other
30-Apr-21,1,2021,GBU,MEROPENEM,500,INDIA,IP,210,1.41,0.14805,Other
30-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,250,1.41,0.3525,Other
30-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Private
30-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Other
30-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,580,1.41,0.8178,Private
30-Apr-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,2000,1.41,2.82,Private
30-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,2000,1.41,2.82,Private
30-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Other
30-Apr-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Other
1-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
1-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
1-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,60,1.41,0.0846,Tender
1-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,2650,1.41,3.7365,Tender
1-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
1-May-21,1,2021,GBU,MEROPENEM,500,INDIA,IP,1000,1.41,0.705,Tender
1-May-21,1,2021,I.B.(VPG-GERMANY),MEROPENEM,500,ISRAEL,EP,9390,1.41,6.61995,Tender
1-May-21,1,2021,I.B.(VPG-GERMANY),MEROPENEM,1000,ISRAEL,EP,18760,1.41,26.4516,Tender
1-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,1500,1.41,2.115,Tender
1-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
1-May-21,1,2021,Sales Team,MEROPENEM,125,NEPAL,IP,648,1.41,0.11421,Tender
1-May-21,1,2021,Sales Team,MEROPENEM,250,NEPAL,IP,650,1.41,0.22913,Tender
3-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,2500,1.41,3.525,Tender
3-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
3-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,2815,1.41,3.96915,Tender
3-May-21,1,2021,Sales Team,MEROPENEM,500,INDIA,IP,250,1.41,0.17625,Tender
3-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,1200,1.41,1.692,Tender
3-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,600,1.41,0.846,Tender
3-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,120,1.41,0.1692,Tender
3-May-21,1,2021,Sales Team,MEROPENEM,125,INDIA,IP,144,1.41,0.02538,Tender
3-May-21,1,2021,Sales Team,MEROPENEM,250,INDIA,IP,216,1.41,0.07614,Tender
3-May-21,1,2021,GBU,MEROPENEM,500,INDIA,IP,3300,1.41,2.3265,Tender
3-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,10000,1.41,14.1,Tender
3-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
3-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,5000,1.41,7.05,Tender
3-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,400,1.41,0.564,Tender
3-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,9500,1.41,13.395,Tender
4-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
4-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
4-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
4-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
4-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,250,1.41,0.3525,Tender
4-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,180,1.41,0.2538,Tender
4-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
4-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,320,1.41,0.4512,Tender
4-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
5-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
5-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
5-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
5-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,85,1.41,0.11985,Tender
5-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
5-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
5-May-21,1,2021,GBU,MEROPENEM,500,INDIA,IP,2700,1.41,1.9035,Tender
5-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
5-May-21,1,2021,Sales Team,MEROPENEM,500,INDIA,IP,500,1.41,0.3525,Tender
5-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
5-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
6-May-21,1,2021,I.B. (VRL-INDIA),MEROPENEM,1000,OMAN,EP,1400,1.41,1.974,Tender
6-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
6-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,30,1.41,0.0423,Tender
6-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,120,1.41,0.1692,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,400,1.41,0.564,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,710,1.41,1.0011,Tender
6-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,700,1.41,0.987,Tender
6-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
6-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
6-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,700,1.41,0.987,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,5000,1.41,7.05,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,10000,1.41,14.1,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,120,1.41,0.1692,Tender
7-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
7-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,400,1.41,0.564,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,700,1.41,0.987,Tender
7-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,700,1.41,0.987,Tender
7-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
8-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,7000,1.41,9.87,Tender
8-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,3000,1.41,4.23,Tender
8-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
8-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
8-May-21,1,2021,GBU,MEROPENEM,500,INDIA,IP,1000,1.41,0.705,Tender
8-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
8-May-21,1,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
8-May-21,1,2021,Sales Team,MEROPENEM,1000,INDIA,IP,580,1.41,0.8178,Tender
