Invoice Date,Quarter,Financial Year,Department,Generic Name,Strength In MG,Final Country,Pharmacopoeia,Total Qty,Wastage,API Requirement in KG,Market
30-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,120,1.41,0.1692,Tender
31-Jul-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,60,1.41,0.02115,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,60,1.41,0.0423,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,12,1.41,0.00212,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,24,1.41,0.00846,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,144,1.41,0.02538,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,120,1.41,0.1692,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,144,1.41,0.05076,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,72,1.41,0.02538,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,50,1.41,0.03525,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,60,1.41,0.02115,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
31-Jul-21,2,2021,IMD,MEROPENEM,1000,INDIA,IP,860,1.41,1.2126,Tender
31-Jul-21,2,2021,IMD,MEROPENEM,1000,INDIA,IP,880,1.41,1.2408,Tender
31-Jul-21,2,2021,IMD,MEROPENEM,1000,INDIA,IP,2300,1.41,3.243,Tender
31-Jul-21,2,2021,IMD,MEROPENEM,1000,INDIA,IP,240,1.41,0.3384,Tender
31-Jul-21,2,2021,IMD,MEROPENEM,1000,INDIA,IP,580,1.41,0.8178,Tender
31-Jul-21,2,2021,IMD,MEROPENEM,1000,INDIA,IP,12560,1.41,17.7096,Tender
31-Jul-21,2,2021,IMD,MEROPENEM,1000,INDIA,IP,8860,1.41,12.4926,Other
31-Jul-21,2,2021,IMD,MEROPENEM,1000,INDIA,IP,240,1.41,0.3384,Tender
31-Jul-21,2,2021,IMD,MEROPENEM,1000,INDIA,IP,60,1.41,0.0846,Tender
31-Jul-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,60,1.41,0.0846,Tender
31-Jul-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,100,1.41,0.0705,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,50,1.41,0.03525,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
31-Jul-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,96,1.41,0.01692,Tender
2-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
2-Aug-21,2,2021,GBU,MEROPENEM,250,INDIA,IP,48,1.41,0.01692,Tender
2-Aug-21,2,2021,GBU,MEROPENEM,500,INDIA,IP,60,1.41,0.0423,Tender
2-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
3-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
3-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,144,1.41,0.02538,Tender
3-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,96,1.41,0.01692,Tender
3-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
3-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
3-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,192,1.41,0.03384,Tender
3-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
3-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,70,1.41,0.0987,Tender
3-Aug-21,2,2021,IMD,MEROPENEM,500,INDIA,IP,6000,1.41,4.23,Tender
3-Aug-21,2,2021,IMD,MEROPENEM,1000,INDIA,IP,6800,1.41,9.588,Tender
3-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,120,1.41,0.1692,Tender
3-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,150,1.41,0.2115,Tender
4-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
4-Aug-21,2,2021,GBU,MEROPENEM,500,INDIA,IP,20,1.41,0.0141,Tender
4-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,48,1.41,0.00846,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,48,1.41,0.01692,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,36,1.41,0.00635,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,24,1.41,0.00846,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,300,1.41,0.05288,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,492,1.41,0.17343,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Tender
4-Aug-21,2,2021,I.B. (VRL-INDIA),MEROPENEM,500,ZIMBABWE,EP,1000,1.41,0.705,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,24,1.41,0.00846,Tender
4-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
5-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
5-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,156,1.41,0.0275,Tender
5-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,72,1.41,0.02538,Tender
5-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
5-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
5-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,30,1.41,0.0423,Tender
5-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,120,1.41,0.1692,Tender
5-Aug-21,2,2021,GBU,MEROPENEM,125,INDIA,IP,96,1.41,0.01692,Tender
6-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,216,1.41,0.03807,Tender
6-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,120,1.41,0.0423,Tender
6-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Tender
6-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,396,1.41,0.0698,Tender
6-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
6-Aug-21,2,2021,I.B. (VRL-INDIA),MEROPENEM,1000,PERU,USP,98640,1.41,139.0824,Tender
6-Aug-21,2,2021,I.B. (VRL-INDIA),MEROPENEM,1000,PERU,USP,71360,1.41,100.6176,Tender
6-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
6-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
6-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
6-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Tender
6-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
6-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
7-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
7-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
7-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
7-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
9-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
9-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,250,1.41,0.3525,Tender
9-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
9-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Tender
9-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
9-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,204,1.41,0.07191,Tender
9-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,100,1.41,0.01763,Tender
9-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Tender
9-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
9-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Tender
9-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
10-Aug-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,90,1.41,0.06345,Tender
10-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Tender
10-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
10-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
10-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,720,1.41,0.2538,Tender
11-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
11-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,70,1.41,0.0987,Tender
11-Aug-21,2,2021,IMD,MEROPENEM,500,INDIA,IP,3000,1.41,2.115,Tender
11-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,144,1.41,0.02538,Tender
11-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
11-Aug-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,50,1.41,0.03525,Tender
11-Aug-21,2,2021,I.B. (VRL-INDIA),MEROPENEM,1000,DOMINICAN REPUBLIC,USP,1990,1.41,2.8059,Tender
11-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
11-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,80,1.41,0.1128,Tender
11-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,36,1.41,0.00635,Tender
11-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Tender
12-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,10,1.41,0.0141,Tender
12-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
12-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
12-Aug-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,100,1.41,0.0705,Tender
12-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,70,1.41,0.0987,Tender
12-Aug-21,2,2021,GBU,MEROPENEM,500,INDIA,IP,500,1.41,0.3525,Tender
12-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,600,1.41,0.846,Tender
12-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
12-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,72,1.41,0.02538,Tender
12-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
12-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
12-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
12-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,80,1.41,0.1128,Tender
13-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
13-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,100,1.41,0.03525,Tender
13-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,270,1.41,0.3807,Tender
13-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Tender
13-Aug-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,6,1.41,0.00423,Tender
13-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,300,1.41,0.423,Tender
13-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Tender
13-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Tender
13-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,160,1.41,0.2256,Tender
13-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,72,1.41,0.01269,Tender
13-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,144,1.41,0.05076,Tender
13-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,80,1.41,0.1128,Tender
13-Aug-21,2,2021,I.B. (VRL-INDIA),MEROPENEM,1000,TANZANIA,USP,11320,1.41,15.9612,Tender
13-Aug-21,2,2021,I.B. (VRL-INDIA),MEROPENEM,1000,TANZANIA,USP,20000,1.41,28.2,Tender
14-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,1500,1.41,2.115,Tender
14-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,96,1.41,0.01692,Tender
14-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,96,1.41,0.03384,Tender
14-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,96,1.41,0.01692,Tender
14-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Tender
14-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,96,1.41,0.03384,Tender
14-Aug-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,100,1.41,0.0705,Tender
14-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,30,1.41,0.0423,Tender
14-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,24,1.41,0.00846,Tender
16-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,1008,1.41,0.17766,Tender
16-Aug-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,120,1.41,0.0846,Tender
16-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,1000,1.41,1.41,Tender
16-Aug-21,2,2021,GBU,MEROPENEM,500,INDIA,IP,500,1.41,0.3525,Tender
16-Aug-21,2,2021,I.B. (VPG-INDIA),MEROPENEM,1000,AUSTRALIA,EP,60000,1.41,84.6,Tender
17-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Private
17-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
17-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,72,1.41,0.01269,Private
17-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Private
17-Aug-21,2,2021,IMD,MEROPENEM,500,INDIA,IP,6000,1.41,4.23,Private
17-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,144,1.41,0.05076,Private
17-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Private
17-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
17-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,36,1.41,0.00635,Private
17-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,10,1.41,0.0141,Private
17-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,24,1.41,0.00846,Private
17-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Private
17-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,250,1.41,0.3525,Tender
17-Aug-21,2,2021,I.B. (VPG-INDIA),MEROPENEM,500,PHILIPPINES,USP,1500,1.41,1.0575,Tender
17-Aug-21,2,2021,I.B. (VPG-INDIA),MEROPENEM,1000,PHILIPPINES,USP,3000,1.41,4.23,Tender
17-Aug-21,2,2021,I.B. (VPG-INDIA),MEROPENEM,500,PHILIPPINES,USP,41,1.41,0.02891,Tender
17-Aug-21,2,2021,I.B. (VPG-INDIA),MEROPENEM,1000,PHILIPPINES,USP,41,1.41,0.05781,Private
17-Aug-21,2,2021,I.B. (VRL-INDIA),MEROPENEM,500,ZAMBIA,USP,1500,1.41,1.0575,Tender
17-Aug-21,2,2021,I.B. (VRL-INDIA),MEROPENEM,1000,ZAMBIA,USP,10000,1.41,14.1,Tender
17-Aug-21,2,2021,PROJECT 100,MEROPENEM,1000,MEXICO,USP,535000,1.41,754.35,Tender
17-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Tender
17-Aug-21,2,2021,GBU,MEROPENEM,125,INDIA,IP,72,1.41,0.01269,Private
18-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Private
18-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Private
19-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
19-Aug-21,2,2021,GBU,MEROPENEM,250,INDIA,IP,204,1.41,0.07191,Private
19-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
19-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,400,1.41,0.564,Private
19-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Private
19-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,130,1.41,0.1833,Private
19-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,504,1.41,0.08883,Private
19-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,80,1.41,0.1128,Private
19-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,60,1.41,0.0846,Private
20-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,360,1.41,0.06345,Private
20-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,216,1.41,0.07614,Private
20-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
20-Aug-21,2,2021,PROJECT 100,MEROPENEM,500,MEXICO,USP,95740,1.41,67.4967,Private
20-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Private
20-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,240,1.41,0.3384,Private
20-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
20-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
20-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
21-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,192,1.41,0.03384,Private
21-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,204,1.41,0.07191,Private
21-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,250,1.41,0.3525,Private
21-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
21-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,72,1.41,0.02538,Private
21-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
23-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,220,1.41,0.3102,Private
23-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,408,1.41,0.07191,Private
23-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,80,1.41,0.1128,Private
23-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Private
23-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,120,1.41,0.1692,Private
23-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,20,1.41,0.0282,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,72,1.41,0.01269,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,72,1.41,0.02538,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,50,1.41,0.0705,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,150,1.41,0.2115,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,72,1.41,0.01269,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,144,1.41,0.05076,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,70,1.41,0.04935,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,72,1.41,0.01269,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,72,1.41,0.02538,Private
24-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,10,1.41,0.0141,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,72,1.41,0.01269,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,60,1.41,0.0846,Private
24-Aug-21,2,2021,Sales Team,MEROPENEM,250,INDIA,IP,72,1.41,0.02538,Private
25-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,560,1.41,0.7896,Private
25-Aug-21,2,2021,I.B. (VRL-INDIA),MEROPENEM,500,JAMAICA,USP,6000,1.41,4.23,Private
25-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
25-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
25-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
25-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,30,1.41,0.0423,Private
25-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,216,1.41,0.03807,Private
25-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,120,1.41,0.1692,Private
25-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,360,1.41,0.06345,Private
25-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
26-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
26-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
26-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
26-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
26-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Private
26-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,40,1.41,0.0564,Private
26-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,100,1.41,0.141,Private
26-Aug-21,2,2021,Sales Team,MEROPENEM,500,INDIA,IP,100,1.41,0.0705,Private
27-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,96,1.41,0.01692,Private
27-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,180,1.41,0.2538,Private
27-Aug-21,2,2021,Sales Team,MEROPENEM,125,INDIA,IP,204,1.41,0.03596,Private
27-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
27-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,200,1.41,0.282,Private
27-Aug-21,2,2021,Sales Team,MEROPENEM,1000,INDIA,IP,80,1.41,0.1128,Private
27-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,80,1.41,0.1128,Private
27-Aug-21,2,2021,GBU,MEROPENEM,500,INDIA,IP,80,1.41,0.0564,Private
27-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Private
27-Aug-21,2,2021,GBU,MEROPENEM,1000,INDIA,IP,500,1.41,0.705,Private
